image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,Dry_Clover_g,Dry_Dead_g,Dry_Green_g,Dry_Total_g,GDM_g,log_Dry_Green_g,log_Dry_Dead_g,log_Dry_Clover_g,log_GDM_g,log_Dry_Total_g,Month,month_sin,month_cos,State_encoded,Species_encoded,teacher_log_Dry_Green_g,teacher_log_Dry_Dead_g,teacher_log_Dry_Clover_g,teacher_log_GDM_g,teacher_log_Dry_Total_g
train/ID1140993511.jpg,2015-08-14,Vic,Ryegrass_Clover,0.346063065218412,-0.5448416631662925,4.6,2.3,16.1,23.0,20.7,2.8390784635086144,1.1939224684724346,1.7227665977411035,3.077312260546414,3.1780538303479458,8,-0.8660254037844384,-0.5000000000000004,2,11,2.9474914,1.5206825,1.9513854,3.1923807,3.5850859
train/ID1148528732.jpg,2015-08-18,Vic,Phalaris_Clover,1.3333660562917191,-0.4280061203489628,12.4113,0.0,28.0887,40.5,40.5,3.370349782612004,0.0,2.596097635175123,3.725693427236653,3.725693427236653,8,-0.8660254037844384,-0.5000000000000004,2,7,3.6328647,1.867804,1.946218,3.6990643,3.9323554
train/ID1148666289.jpg,2015-06-26,Vic,Phalaris_Ryegrass_Clover,1.0042650592672842,-0.3987972346446304,4.0923,14.3231,21.4846,39.9,25.5769,3.112830630426897,2.7293614937119237,1.627729594906267,3.280042417439009,3.711130063048756,6,1.2246467991473532e-16,-1.0,2,9,3.1157098,1.8532693,0.8304402,3.0997665,3.372806
train/ID1149598723.jpg,2015-05-07,NSW,Lucerne,1.3991862556966066,3.447039383092472,0.0,5.3831,58.3169,63.7,58.3169,4.082894256969594,1.8536538727656449,0.0,4.082894256969594,4.169761201506855,5,0.4999999999999999,-0.8660254037844387,0,3,3.9395528,0.9594048,-0.004257284,3.7837033,4.0042987
train/ID1159071020.jpg,2015-09-30,Vic,Phalaris_Clover,0.5435236634330737,-0.0580269014274188,1.3191,6.7982,46.5727,54.69,47.8918,3.862259067294705,2.0538929378334605,0.8411791793790264,3.889609693257873,4.019800597601577,9,-1.0,-1.8369701987210294e-16,2,7,3.5577402,2.055936,1.7786702,3.5375082,3.8725507
train/ID1163061745.jpg,2015-06-29,Tas,WhiteClover,-1.0361611222842178,-0.5448416631662925,5.2,6.7,1.2,13.1,6.4,0.7884573603642702,2.0412203288596382,1.824549292051046,2.0014800002101243,2.6461747973841225,6,1.2246467991473532e-16,-1.0,1,14,0.2246471,1.8387929,1.7878731,1.5160667,2.300664
train/ID1168534540.jpg,2015-05-07,NSW,Fescue,1.3333660562917191,0.1366990032681307,0.0,8.6892,55.6108,64.3,55.6108,4.0361997797275535,2.27101186315494,0.0,4.0361997797275535,4.178992036282385,5,0.4999999999999999,-0.8660254037844387,0,1,4.422344,2.4648588,-0.15467274,4.23207,4.690694
train/ID1176292407.jpg,2015-06-26,Tas,Ryegrass_Clover,-1.0361611222842178,-0.4474787108185177,0.1308,16.7365,9.022,25.8893,9.1528,2.304782676537533,2.875624663166081,0.1229253468372982,2.3177495295138173,3.2917284379597858,6,1.2246467991473532e-16,-1.0,1,11,2.1097314,2.3647945,0.39822194,2.238381,3.2081847
train/ID1182523622.jpg,2015-06-29,Tas,WhiteClover,-1.1678015210939925,-0.5448416631662925,3.1059,14.7193,0.6752,18.5004,3.7811,0.5159325611341353,2.754889256747517,1.4124249636971438,1.5646706455515609,2.9704349781798287,6,1.2246467991473532e-16,-1.0,1,14,0.0599206,2.2644668,1.7768469,1.753248,2.5938106
train/ID1183807388.jpg,2015-07-01,Tas,Ryegrass,0.2802428658135248,-0.2527528061229683,0.0,20.9156,20.9156,41.8312,20.9156,3.0871987120038598,3.0871987120038598,0.0,3.0871987120038598,3.7572668089793617,7,-0.4999999999999997,-0.8660254037844388,1,10,2.8783069,2.5902436,0.18499903,2.906434,3.4899256
train/ID1193692654.jpg,2015-09-11,Tas,Ryegrass,0.2144226664086376,-0.4312483066621437,0.2727,6.3317,13.4232,20.0276,13.6959,2.6688380212458536,1.992207412610076,0.2411406280158644,2.6875685433170005,3.0458358605202367,9,-1.0,-1.8369701987210294e-16,1,10,2.7521162,2.4804738,0.31842387,2.9376976,3.3833663
train/ID1199150612.jpg,2015-11-10,Tas,Ryegrass_Clover,-0.246318729425572,-0.2040713299490809,0.3602,40.7019,27.0146,68.0767,27.3748,3.332725802849993,3.730546691315929,0.3076317477594013,3.3455014273185766,4.235217481436785,11,-0.5000000000000004,0.8660254037844384,1,11,2.9456897,2.778647,1.1257647,3.0975482,3.7252555
train/ID1208644039.jpg,2015-07-01,Vic,Phalaris_Clover,0.8726246604575096,-0.2527528061229683,1.55,7.75,31.0,40.3,32.55,3.4657359027997265,2.169053700369523,0.9360933591703348,3.5130368634176907,3.720862499966987,7,-0.4999999999999997,-0.8660254037844388,2,7,3.4312253,2.0026884,1.5853603,3.483876,3.789788
train/ID1211362607.jpg,2015-02-24,NSW,Ryegrass,-0.5095995270451209,-0.0580269014274188,0.0,1.3446,66.5554,67.9,66.5554,4.212948001995717,0.8521148116555909,0.0,4.212948001995717,4.232656178019613,2,0.8660254037844386,0.5000000000000001,0,10,3.1875744,2.5700626,0.39309207,3.2835884,3.924355
train/ID121331988.jpg,2015-05-07,NSW,Fescue,0.6093438628379608,0.0393360509203559,0.0,21.05,63.15,84.2,63.15,4.161224091061645,3.093312601892855,0.0,4.161224091061645,4.44500143383527,5,0.4999999999999999,-0.8660254037844387,0,1,3.7194366,2.5182788,0.055958997,3.7901826,4.2018757
train/ID1215977190.jpg,2015-05-18,Tas,Ryegrass,0.5435236634330737,-0.2527528061229683,0.4068,24.8123,30.1002,55.3193,30.507,3.4372142500326777,3.250851122507215,0.3413176216176903,3.450209743366109,4.031037282795274,5,0.4999999999999999,-0.8660254037844387,1,10,3.0659025,2.4570684,0.15393297,3.1036355,3.5860593
train/ID1217108125.jpg,2015-06-29,Tas,WhiteClover,-0.246318729425572,-0.5448416631662925,5.9027,8.0594,0.6811,14.6432,6.5838,0.519448341056876,2.2038028926963418,1.93191263941146,2.026014393296975,2.7500363177692697,6,1.2246467991473532e-16,-1.0,1,14,0.5375571,2.7123892,2.0531242,1.9715642,2.9644537
train/ID1237349078.jpg,2015-10-13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,-1.8260035151428635,-0.4961601869924051,3.189,26.221,9.39,38.8,12.579,2.340843805111136,3.3039887342413805,1.432462041964898,2.6085244817166577,3.683866912290392,10,-0.8660254037844386,0.5000000000000001,2,6,2.2631025,3.062823,1.6189759,2.4896994,3.3988068
train/ID12390962.jpg,2015-05-18,Tas,Ryegrass,-0.6412399258548945,-0.2527528061229683,0.0,15.2,14.0,29.2,14.0,2.70805020110221,2.785011242238338,0.0,2.70805020110221,3.407841924380824,5,0.4999999999999999,-0.8660254037844387,1,10,2.5839353,2.558523,0.30871505,2.7201266,3.370446
train/ID1244346858.jpg,2015-10-06,NSW,Fescue,-1.3652621193086534,0.4612389323289682,0.0,30.9343,49.2657,80.2,49.2657,3.9173229359516015,3.463680667249283,0.0,3.9173229359516015,4.396915247167632,10,-0.8660254037844386,0.5000000000000001,0,1,3.808513,3.404795,-0.13672027,3.7965698,4.390123
train/ID1249094008.jpg,2015-06-26,Vic,Ryegrass,0.346063065218412,-0.350115758470743,0.0,16.3603,4.5809,20.9412,4.5809,1.7193500537099144,2.854185990188878,0.0,1.7193500537099144,3.0883661479730837,6,1.2246467991473532e-16,-1.0,2,10,1.9312961,2.4635396,0.33181104,2.001953,3.0157855
train/ID1251029854.jpg,2015-05-07,NSW,Fescue,-0.7070601252597818,-0.2527528061229683,0.0,22.0875,36.8125,58.9,36.8125,3.63263973579106,3.139291345525358,0.0,3.63263973579106,4.092676505121403,5,0.4999999999999999,-0.8660254037844387,0,1,3.4565287,2.641562,-0.2656846,3.2895465,3.8968093
train/ID1254829053.jpg,2015-06-26,Vic,Ryegrass,0.2144226664086376,-0.3014342822968556,0.0,10.2162,4.2568,14.473,4.2568,1.659522476601521,2.4173591618022963,0.0,1.659522476601521,2.739096569507536,6,1.2246467991473532e-16,-1.0,2,10,1.9194318,2.3597505,0.39314315,1.9290332,2.8450923
train/ID1268934251.jpg,2015-10-13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,-1.5627227175233152,-0.4182698251141853,0.0,24.7869,17.2131,42.0,17.2131,2.9021411153849828,3.2498666110399204,0.0,2.9021411153849828,3.7612001156935615,10,-0.8660254037844386,0.5000000000000001,2,6,2.4626343,3.0136702,1.7309445,2.6904929,3.6048455
train/ID1275072698.jpg,2015-01-15,NSW,Lucerne,0.5435236634330737,3.349676430744697,0.0,2.5,62.0,64.5,62.0,4.143134726391533,1.252762968495368,0.0,4.143134726391533,4.182050142641207,1,0.4999999999999999,0.8660254037844387,0,3,3.7514765,0.89850897,-0.12772767,3.6256566,3.8354197
train/ID1277756619.jpg,2015-07-01,Tas,Ryegrass,-1.694363116333089,-0.4474787108185177,0.0,3.2,6.0,9.2,6.0,1.9459101490553128,1.4350845252893227,0.0,1.9459101490553128,2.322387720290225,7,-0.4999999999999997,-0.8660254037844388,1,10,1.8226148,2.4761856,0.32868195,1.9737669,2.9817975
train/ID1291116815.jpg,2015-07-02,Vic,Ryegrass_Clover,0.6751640622428481,-0.4474787108185177,1.24,3.72,19.84,24.8,21.08,3.0368742168851663,1.551808799597464,0.8064758658669485,3.0946722214088944,3.250374491927572,7,-0.4999999999999997,-0.8660254037844388,2,11,2.7026687,1.3639073,1.5060463,2.9024546,3.1849604
train/ID1294770420.jpg,2015-11-09,Tas,Ryegrass_Clover,-0.4437793276402337,-0.4150276388010044,17.3814,36.1534,14.6004,68.1352,31.9818,2.747296554952407,3.6150552878373614,2.911339283776501,3.4959558941745428,4.236064007727118,11,-0.5000000000000004,0.8660254037844384,1,11,2.6890228,2.5228457,1.0257556,2.858967,3.4969468
train/ID1314135397.jpg,2015-01-15,NSW,Fescue_CrumbWeed,0.6093438628379608,-0.1553898537751935,0.0,16.6678,28.0322,44.7,28.0322,3.3684055588371646,2.8717437737698246,0.0,3.3684055588371646,3.822098297900159,1,0.4999999999999999,0.8660254037844387,0,2,3.660739,2.3175366,-0.28762153,3.392771,3.8561575
train/ID13162390.jpg,2015-08-14,Vic,Ryegrass_Clover,0.5435236634330737,-0.4474787108185177,2.8667,2.8667,20.0667,25.8,22.9333,3.0476935947619315,1.3524014300967064,1.3524014300967064,3.1752707946274388,3.288401887516811,8,-0.8660254037844384,-0.5000000000000004,2,11,2.8414662,1.1118641,2.1932938,3.2596228,3.57605
train/ID1337107565.jpg,2015-08-21,WA,Clover,-1.7601833157379765,-0.6422046155140673,10.04,0.0,0.0,10.04,10.04,0.0,0.0,2.401525040848949,2.401525040848949,2.401525040848949,8,-0.8660254037844384,-0.5000000000000004,3,0,0.5909863,-0.2264807,2.1572754,2.4696703,2.5249193
train/ID1343327476.jpg,2015-08-14,Vic,Phalaris_Clover,0.346063065218412,-0.2527528061229683,3.1429,3.1429,37.7143,44.0,40.8571,3.6562090408280095,1.4213960257052396,1.4213960257052396,3.7342614360704447,3.80666248977032,8,-0.8660254037844384,-0.5000000000000004,2,7,3.3358786,2.0553029,1.2609066,3.2357345,3.635682
train/ID1345375788.jpg,2015-06-26,Tas,Ryegrass_Clover,-0.3779591282353465,-0.4474787108185177,2.3762,7.7226,8.7127,18.8115,11.0889,2.273434307502345,2.165917358616112,1.2167508166851513,2.492287676202848,2.9862625771775653,6,1.2246467991473532e-16,-1.0,1,11,2.6340759,2.440139,0.43063122,2.6637561,3.342178
train/ID135365668.jpg,2015-06-26,Vic,Phalaris_Ryegrass_Clover,0.5435236634330737,-0.4474787108185177,2.4,1.8667,17.3333,21.6,19.7333,2.9087190783808903,1.0531615424307257,1.2237754316221157,3.03174110335869,3.1179499062782403,6,1.2246467991473532e-16,-1.0,2,9,2.5343335,2.0725396,0.9330502,2.6494527,3.1578755
train/ID1354190372.jpg,2015-11-10,Tas,Ryegrass_Clover,0.0827822675988639,-0.4474787108185177,11.2565,6.5255,10.6039,28.3859,21.8604,2.4513412485039967,2.0182972536102803,2.506056408510734,3.129406156026353,3.380514967466953,11,-0.5000000000000004,0.8660254037844384,1,11,2.7691429,2.7382073,1.2794683,3.0563934,3.5922186
train/ID1357758282.jpg,2015-01-15,NSW,Lucerne,0.7409842616477352,5.296935477700192,0.0,4.8,107.3,112.1,107.3,4.684905154006945,1.7578579175523736,0.0,4.684905154006945,4.728272383122075,1,0.4999999999999999,0.8660254037844387,0,3,4.4845004,0.98757714,-0.027753787,3.994712,4.453166
train/ID1357768767.jpg,2015-02-25,NSW,Fescue,0.1486024670037511,0.7208767173547791,0.0,5.4497,104.1503,109.6,104.1503,4.655390755211686,1.8640336180980748,0.0,4.655390755211686,4.705920089088234,2,0.8660254037844386,0.5000000000000001,0,1,4.566071,2.7096975,-0.29183325,4.28069,4.756427
train/ID1370004842.jpg,2015-10-06,NSW,Fescue,-0.7070601252597818,0.2016108835983921,0.0,21.9986,55.8014,77.8,55.8014,4.039560973310675,3.135433344511305,0.0,4.039560973310675,4.366912996863833,10,-0.8660254037844386,0.5000000000000001,0,1,4.1142135,2.9954898,-0.12946507,4.017126,4.591804
train/ID1374789439.jpg,2015-07-01,Vic,Phalaris_Clover,0.5435236634330737,-0.350115758470743,1.3556,1.3556,21.6889,24.4,23.0444,3.1218758181101904,0.8567954720882786,0.8567954720882786,3.179902121205563,3.2347491740244907,7,-0.4999999999999997,-0.8660254037844388,2,7,3.1047971,1.9445281,1.3000113,3.1884155,3.634315
train/ID1385921939.jpg,2015-05-07,NSW,Lucerne,0.8726246604575096,2.3760469072669497,0.0,6.8243,43.6757,50.5,43.6757,3.799429729641261,2.057234275555703,0.0,3.799429729641261,3.9415818076696905,5,0.4999999999999999,-0.8660254037844387,0,3,3.4148712,0.7267459,-0.22501968,3.4285016,3.5522366
train/ID1386202352.jpg,2015-05-19,Tas,Ryegrass_Clover,1.3333660562917191,-0.2527528061229683,0.0,12.1549,35.0834,47.2383,35.0834,3.5858329257878405,2.576794312790996,0.0,3.5858329257878405,3.8761533113336255,5,0.4999999999999999,-0.8660254037844387,1,11,3.0469422,2.3991132,0.801966,3.046699,3.4876745
train/ID1395011773.jpg,2015-10-13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,-0.9045207234744432,-0.4280061203489628,10.0895,11.9667,13.8438,35.9,23.9333,2.6975822696502942,2.562384532647074,2.405998714683127,3.2162042594130327,3.6082115510464816,10,-0.8660254037844386,0.5000000000000001,2,6,2.4790053,3.316471,1.766591,2.9761965,3.8932803
train/ID1403078396.jpg,2015-09-04,Tas,Clover,-1.5627227175233152,-0.5123905911487792,5.3,8.3,1.5,15.1,6.8,0.9162907318741552,2.2300144001592104,1.840549633397487,2.0541237336955462,2.778819271990417,9,-1.0,-1.8369701987210294e-16,1,0,0.27737385,1.8434243,2.3825426,2.3642058,2.8930724
train/ID1403107574.jpg,2015-08-21,WA,Clover,-0.7728803246646689,-0.6422046155140673,22.69,0.0,0.0,22.69,22.69,0.0,0.0,3.165053018170694,3.165053018170694,3.165053018170694,8,-0.8660254037844384,-0.5000000000000004,3,0,0.8216179,-0.29515904,3.258984,3.4171865,3.155005
train/ID1411613934.jpg,2015-10-13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,-1.101981321689105,-0.4182698251141853,6.8937,17.8286,16.8777,41.6,23.7714,2.883554126124376,2.935376990462625,2.0660649729715046,3.2096897618879257,3.751854253275325,10,-0.8660254037844386,0.5000000000000001,2,6,2.2871764,3.170551,1.641545,2.8623507,3.8757384
train/ID141370843.jpg,2015-08-14,Vic,Ryegrass_Clover,0.4118832646232993,-0.350115758470743,5.6182,5.6182,19.6636,30.9,25.2818,3.0283736982697533,1.8898234296532432,1.8898234296532432,3.2688766844215458,3.462606009790799,8,-0.8660254037844384,-0.5000000000000004,2,11,2.8078766,1.3550292,1.6634997,3.0066428,3.3207798
train/ID1413758094.jpg,2015-09-04,Tas,Ryegrass_Clover,-0.7728803246646689,-0.2527528061229683,0.8746,46.0532,17.5601,64.4879,18.4347,2.921014115274574,3.851278876471017,0.6283953033302484,2.9670601281161013,4.181865392751569,9,-1.0,-1.8369701987210294e-16,1,11,2.613584,2.4187276,0.8611677,2.7297008,3.3828254
train/ID1414371018.jpg,2015-11-10,Tas,Ryegrass_Clover,0.4118832646232993,-0.4312483066621437,14.7281,6.1901,12.3801,33.2982,27.1082,2.593768528513708,1.9727050798420789,2.7554489214720856,3.336061348716619,3.535092874660758,11,-0.5000000000000004,0.8660254037844384,1,11,2.9537024,2.736332,1.4837742,3.2876873,3.802622
train/ID1415329644.jpg,2015-04-01,NSW,Lucerne,1.1359054580770578,2.960224621353598,0.0,0.0,63.3,63.3,63.3,4.163559631243574,0.0,0.0,4.163559631243574,4.163559631243574,4,0.8660254037844387,-0.4999999999999998,0,3,4.079964,0.5047616,-0.21089093,3.7873268,4.1063128
